업종명,업소명,소재지(도로명),소재지(지번),소재지전화,관리기관전화번호,관리기관명
일반음식점,투다리공단2호점,경상북도 구미시 신비로 81 (공단동),경상북도 구미시 공단동 104번지  ,054-463-9014,054-480-5548,경상북도 구미시청
일반음식점,아리동동,경상북도 구미시 경은로 100 (형곡동),경상북도 구미시 형곡동 143번지 1호  ,054-456-0151,054-480-5548,경상북도 구미시청
일반음식점,마산아귀찜부대찌개,"경상북도 구미시 상사동로 98-1, 1층 (사곡동)",경상북도 구미시 사곡동 703번지 12호 38B 9-1L ,054-464-1125,054-480-5548,경상북도 구미시청
일반음식점,6시내고향,경상북도 구미시 여헌로 61 (인의동),경상북도 구미시 인의동 458번지  ,054-474-5573,054-480-5548,경상북도 구미시청
일반음식점,구평식당,경상북도 구미시 인동46길 10 (구평동),경상북도 구미시 구평동 455번지 부영아파트 상가동 101호,054-473-9419,054-480-5548,경상북도 구미시청
일반음식점,더술집,경상북도 구미시 형곡동로 73-1 (형곡동),경상북도 구미시 형곡동 254번지 16호  ,,054-480-5548,경상북도 구미시청
일반음식점,새롬 기사식당,경상북도 구미시 송선로15길 27 (도량동),경상북도 구미시 도량동 447번지 5호  ,054-444-1256,054-480-5548,경상북도 구미시청
일반음식점,오형제가든,경상북도 구미시 선기로2길 5-60 (선기동),경상북도 구미시 선기동 747번지 16호  ,054-443-5454,054-480-5548,경상북도 구미시청
일반음식점,백암토종순대,경상북도 구미시 산호대로23길 25 (옥계동),경상북도 구미시 옥계동 630번지 15호  ,054-475-8280,054-480-5548,경상북도 구미시청
일반음식점,박군자진주냉면구미봉곡점,경상북도 구미시 야은로 270 (봉곡동),경상북도 구미시 봉곡동 49번지 3호 2-3 ,054-455-7004,054-480-5548,경상북도 구미시청
일반음식점,모닥불솥뚜껑구이,경상북도 구미시 원남로2길 11 (남통동),경상북도 구미시 남통동 23번지 124호  ,054-443-7225,054-480-5548,경상북도 구미시청
일반음식점,순수가성,경상북도 구미시 인동북길 99 (인의동),경상북도 구미시 인의동 699번지 9호  ,054-475-8533,054-480-5548,경상북도 구미시청
일반음식점,꼬쭈,"경상북도 구미시 신시로10길 11, 1층 (송정동)",경상북도 구미시 송정동 466번지 2호 1층 ,054-456-2312,054-480-5548,경상북도 구미시청
일반음식점,캄보디아식당,경상북도 구미시 구미중앙로13길 22 (원평동),경상북도 구미시 원평동 156번지 1호 2층 ,,054-480-5548,경상북도 구미시청
일반음식점,돌담집식당,경상북도 구미시 인동중앙로5길 10-1 (황상동),경상북도 구미시 황상동 308번지 2호  ,054-472-2425,054-480-5548,경상북도 구미시청
일반음식점,장명희찜닭앤드포츈치킨,경상북도 구미시 봉곡남로 153 (봉곡동),경상북도 구미시 봉곡동 298번지 2호  ,054-442-1123,054-480-5548,경상북도 구미시청
일반음식점,쳔년학이우렁먹는날,"경상북도 구미시 고아읍 황산길 237-11, 1동 1층",경상북도 구미시 고아읍 황산리 300번지 1동 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,솔향생고기,"경상북도 구미시 경은로 100 (형곡동,반석드림파크 상가 103호)",경상북도 구미시 형곡동 143번지 1호 반석드림파크 상가 103호 ,,054-480-5548,경상북도 구미시청
일반음식점,김밥천국 도량점,경상북도 구미시 송동로 149 (도량동),경상북도 구미시 도량동 90번지  ,054-442-1452,054-480-5548,경상북도 구미시청
일반음식점,옛날 석쇠구이,경상북도 구미시 임은길 33 (임은동),경상북도 구미시 임은동 320번지 1호  ,054-464-2155,054-480-5548,경상북도 구미시청
일반음식점,북스,경상북도 구미시 박정희로25길 18 (광평동),경상북도 구미시 광평동 340번지 2호  ,054-455-7356,054-480-5548,경상북도 구미시청
일반음식점,원평미가선산곱창,경상북도 구미시 송원서로8길 38 (원평동),경상북도 구미시 원평동 1055번지  ,054-444-8598,054-480-5548,경상북도 구미시청
일반음식점,얼큰이인동구평점,경상북도 구미시 인동39길 22-55 (구평동),경상북도 구미시 구평동 426번지 4호  ,054-472-9902,054-480-5548,경상북도 구미시청
일반음식점,동해바지락손칼국수,"경상북도 구미시 금오대로14길 29, 102호 (오태동)",경상북도 구미시 오태동 758번지 1호 44B 1. 1L 102호 ,054-464-4826,054-480-5548,경상북도 구미시청
일반음식점,신도깨비반점,경상북도 구미시 인동19길 10-12 (인의동),경상북도 구미시 인의동 700번지 4호  ,054-471-6656,054-480-5548,경상북도 구미시청
일반음식점,하늘약속추어탕,경상북도 구미시 금오산로 339 (남통동),경상북도 구미시 남통동 253번지  ,054-456-6699,054-480-5548,경상북도 구미시청
일반음식점,엄나무백숙,"경상북도 구미시 송동로 42-23, 1층 (도량동)",경상북도 구미시 도량동 335번지 2호 1층 ,054-441-1481,054-480-5548,경상북도 구미시청
일반음식점,토종뒷고기,"경상북도 구미시 신시로7길 7 (형곡동,조일월드빌5차 101호)",경상북도 구미시 형곡동 145번지 10호 조일월드빌5차 101호 ,,054-480-5548,경상북도 구미시청
일반음식점,홍삼담은갈비찜금오점,경상북도 구미시 금오산로 116-1 (원평동),경상북도 구미시 원평동 424번지 16호  ,054-457-9293,054-480-5548,경상북도 구미시청
일반음식점,거상식당,"경상북도 구미시 송원동로 32-6, 2층 206호 (송정동)",경상북도 구미시 송정동 64번지 2층 206호,,054-480-5548,경상북도 구미시청
일반음식점,황금실내포차,경상북도 구미시 검성로 48-1 (황상동),경상북도 구미시 황상동 203번지 8호  ,054-472-0206,054-480-5548,경상북도 구미시청
일반음식점,경북곱창,경상북도 구미시 상사동로24길 4 (사곡동),경상북도 구미시 사곡동 670번지 1호  ,054-461-5959,054-480-5548,경상북도 구미시청
일반음식점,피자에땅,"경상북도 구미시 봉곡남로 153, 1층 (봉곡동)",경상북도 구미시 봉곡동 298번지 2호 1층 ,054-453-6776,054-480-5548,경상북도 구미시청
일반음식점,화란,"경상북도 구미시 백산로 141, 아카데미상가 지하1층 (송정동)",경상북도 구미시 송정동 64번지 1호 아카데미상가 지하1층 ,054-453-4006,054-480-5548,경상북도 구미시청
일반음식점,선주한정식,경상북도 구미시 선산읍 선산중앙로17길 4,경상북도 구미시 선산읍 동부리 469번지 1호  ,054-481-2103,054-480-5548,경상북도 구미시청
일반음식점,옹가네파파보쌈왕족발,"경상북도 구미시 인동28길 9-2, 1층 (진평동)",경상북도 구미시 진평동 80번지 1호 1층 ,054-475-0067,054-480-5548,경상북도 구미시청
일반음식점,다원식당,"경상북도 구미시 고아읍 숭선로 5, 1층",경상북도 구미시 고아읍 항곡리 470번지 1호 1층 ,054-453-5072,054-480-5548,경상북도 구미시청
일반음식점,엄마맘속찬김밥,경상북도 구미시 백산로 151 (송정동),"경상북도 구미시 송정동 183번지 한신상가 103, 104호 ",054-451-3650,054-480-5548,경상북도 구미시청
일반음식점,황토우렁쌈밥,"경상북도 구미시 형곡서로 47 (형곡동,1층 1호)",경상북도 구미시 형곡동 304번지 6호 1층 1호 ,054-455-0113,054-480-5548,경상북도 구미시청
일반음식점,위너바,"경상북도 구미시 신시로7길 7, 3층 302호 (형곡동)",경상북도 구미시 형곡동 145번지 10호 3층 302호 ,054-457-9772,054-480-5548,경상북도 구미시청
일반음식점,맛고을 김밥마실,경상북도 구미시 도봉로1길 17 (봉곡동),경상북도 구미시 봉곡동 10번지 2호  ,054-441-0688,054-480-5548,경상북도 구미시청
일반음식점,옛날맛집,경상북도 구미시 인동가산로 434-6 (구평동),경상북도 구미시 구평동 145번지 1호  ,054-472-7034,054-480-5548,경상북도 구미시청
일반음식점,킹스 식당,"경상북도 구미시 구미중앙로35길 13-1, 2층 (원평동)",경상북도 구미시 원평동 1045번지 16호 2층 ,054-458-1237,054-480-5548,경상북도 구미시청
일반음식점,김밥천국,"경상북도 구미시 형곡로 186 (형곡동,외 1필지 110,108호)","경상북도 구미시 형곡동 321번지 외 1필지 110,108호 ",054-452-5570,054-480-5548,경상북도 구미시청
일반음식점,보람이네추어탕,"경상북도 구미시 1공단로 190 (공단동,현대상가 1층)",경상북도 구미시 공단동 264번지 24호 현대상가 1층 ,054-461-5958,054-480-5548,경상북도 구미시청
일반음식점,그날식당,경상북도 구미시 무을면 문화마을길 23,경상북도 구미시 무을면 송삼리 806번지 7호  ,,054-480-5548,경상북도 구미시청
일반음식점,길안삼겹살,"경상북도 구미시 원남로1길 64 (원평동,동방주택 상가 1층 106호)",경상북도 구미시 원평동 84번지 동방주택 상가 1층 106호 ,054-458-3703,054-480-5548,경상북도 구미시청
일반음식점,오호오쭈꾸미인동점,경상북도 구미시 인동36길 98 (구평동),경상북도 구미시 구평동 693번지 2호  ,054-474-8889,054-480-5548,경상북도 구미시청
일반음식점,선산대한곱창황상점,경상북도 구미시 수출대로31길 44 (인의동),경상북도 구미시 인의동 820번지 16호  ,054-471-0887,054-480-5548,경상북도 구미시청
일반음식점,김밥천국영남네오빌점,"경상북도 구미시 봉곡북로 65, 1층 (봉곡동)",경상북도 구미시 봉곡동 167번지 2호 1층 ,054-473-4471,054-480-5548,경상북도 구미시청
일반음식점,쪽쪽갈비,경상북도 구미시 도봉로5안길 7-6 (도량동),경상북도 구미시 도량동 321번지 25호  ,054-458-7792,054-480-5548,경상북도 구미시청
일반음식점,화담,경상북도 구미시 지주중류4길 15-14 (오태동),경상북도 구미시 오태동 46번지  ,054-462-4600,054-480-5548,경상북도 구미시청
일반음식점,얼큰이,"경상북도 구미시 신시로7길 12-5 (형곡동,외2필지 형곡오딧세이아파트상가 103-1호)",경상북도 구미시 형곡동 143번지 5호 외2필지 형곡오딧세이아파트상가 103-1호 ,054-442-3999,054-480-5548,경상북도 구미시청
일반음식점,에스피자엔치킨,"경상북도 구미시 흥안로1길 5-66, 1층 (옥계동)",경상북도 구미시 옥계동 564번지 6호 1층 ,054-472-0403,054-480-5548,경상북도 구미시청
일반음식점,행복보리밥,"경상북도 구미시 형곡로 187, 지하1층 (형곡동)",경상북도 구미시 형곡동 263번지 6호 지하1층 ,054-456-8522,054-480-5548,경상북도 구미시청
일반음식점,더한잔,경상북도 구미시 형곡로 128 (형곡동),경상북도 구미시 형곡동 161번지 12호  ,054-456-6003,054-480-5548,경상북도 구미시청
일반음식점,머릿고기식당,경상북도 구미시 고아읍 송평로 27,경상북도 구미시 고아읍 송림리 637번지 1호  ,054-442-5655,054-480-5548,경상북도 구미시청
일반음식점,터줏골,경상북도 구미시 상림로 69 (임은동),경상북도 구미시 임은동 809번지 3호  ,054-464-0121,054-480-5548,경상북도 구미시청
일반음식점,토마토푸드,"경상북도 구미시 봉곡남로15길 12 (봉곡동,101,102호)","경상북도 구미시 봉곡동 289번지 6호 101,102호 ",054-442-6924,054-480-5548,경상북도 구미시청
일반음식점,가마솥곰탕,"경상북도 구미시 상사동로8길 5 (임은동,제이와이굿팔레스 303동 상가 102호)",경상북도 구미시 임은동 437번지 2호 제이와이굿팔레스 303동 상가 102호 ,054-464-0568,054-480-5548,경상북도 구미시청
일반음식점,이선이칼국수,경상북도 구미시 산동면 임봉길 27-12,경상북도 구미시 산동면 봉산리 199번지  ,054-472-2371,054-480-5548,경상북도 구미시청
일반음식점,멕코이치킨호프,경상북도 구미시 고아읍 황들길 3,경상북도 구미시 고아읍 관심리 691번지 1호  ,054-481-2913,054-480-5548,경상북도 구미시청
일반음식점,대구통닭옥계점,경상북도 구미시 산호대로23길 35-1 (옥계동),경상북도 구미시 옥계동 631번지 9호  ,054-472-9949,054-480-5548,경상북도 구미시청
일반음식점,홍주고을밀면,"경상북도 구미시 봉곡로21길 22, 1층 (봉곡동)",경상북도 구미시 봉곡동 185번지 7호 1층 ,054-444-4539,054-480-5548,경상북도 구미시청
일반음식점,돼지꿈꾸는집,"경상북도 구미시 상림로 99, 1층 (사곡동)",경상북도 구미시 사곡동 687번지 20호 1층 ,054-465-3737,054-480-5548,경상북도 구미시청
일반음식점,외할머니가1관,경상북도 구미시 인동중앙로7길 11 (황상동),경상북도 구미시 황상동 301번지 4호  ,054-464-1950,054-480-5548,경상북도 구미시청
일반음식점,대왕족발옥계점,경상북도 구미시 산호대로25길 4-13 (옥계동),경상북도 구미시 옥계동 637번지 1호  ,054-472-9911,054-480-5548,경상북도 구미시청
일반음식점,복돼지순대곱창,"경상북도 구미시 옥계신당로5길 5-29, 1층 101호 (옥계동)",경상북도 구미시 옥계동 1005번지 1층 101호,054-476-7110,054-480-5548,경상북도 구미시청
일반음식점,김밥365 옥계점,경상북도 구미시 산호대로25길 4-3 (옥계동),경상북도 구미시 옥계동 636번지 5호  ,054-471-3650,054-480-5548,경상북도 구미시청
일반음식점,산수호한정식,"경상북도 구미시 금오대로16길 3, 1층 103, 104호 (오태동)","경상북도 구미시 오태동 746번지 1호 1층 103, 104호 ",054-464-8088,054-480-5548,경상북도 구미시청
일반음식점,요리성손짜장,경상북도 구미시 상사동로 108-1 (사곡동),경상북도 구미시 사곡동 703번지 3호  ,054-463-2200,054-480-5548,경상북도 구미시청
일반음식점,만경가든,경상북도 구미시 선기로 254-10 (선기동),경상북도 구미시 선기동 666번지 2호  ,054-453-2788,054-480-5548,경상북도 구미시청
일반음식점,치킨더홈진평점,"경상북도 구미시 인동20길 27-11, 1층 (진평동)",경상북도 구미시 진평동 35번지 6호 1층 ,054-471-4292,054-480-5548,경상북도 구미시청
일반음식점,태백산맥 황상동,"경상북도 구미시 수출대로 512 (황상동,외 1필지)",경상북도 구미시 황상동 352번지 3호 외 1필지 ,054-471-5009,054-480-5548,경상북도 구미시청
일반음식점,신전떡볶이봉곡점,경상북도 구미시 봉곡로 126 (봉곡동),경상북도 구미시 봉곡동 281번지 10호  ,054-454-3355,054-480-5548,경상북도 구미시청
일반음식점,송담추어탕상모점,경상북도 구미시 상사동로 35 (상모동),경상북도 구미시 상모동 67번지 5호  ,054-463-2282,054-480-5548,경상북도 구미시청
일반음식점,본죽앤비빔밥형곡송정점,경상북도 구미시 신시로 68-3 (형곡동),경상북도 구미시 형곡동 854번지 3호  ,054-443-5545,054-480-5548,경상북도 구미시청
일반음식점,내가순대라구요,경상북도 구미시 인동19길 22-5 (인의동),경상북도 구미시 인의동 668번지 9호  ,054-471-4353,054-480-5548,경상북도 구미시청
일반음식점,피자나라치킨공주 송정동점,경상북도 구미시 신시로10길 59 (송정동),경상북도 구미시 송정동 478번지 2호  ,054-455-9201,054-480-5548,경상북도 구미시청
일반음식점,농장촌마을,경상북도 구미시 고아읍 봉한4길 4,경상북도 구미시 고아읍 봉한리 911번지 121호  ,054-451-8231,054-480-5548,경상북도 구미시청
일반음식점,성남동갈매기살인동점,경상북도 구미시 인동46길 5-34 (구평동),경상북도 구미시 구평동 462번지 1호  ,054-472-9882,054-480-5548,경상북도 구미시청
일반음식점,남경회만오천냥,"경상북도 구미시 고아읍 들성로 27, 1동 1층",경상북도 구미시 고아읍 원호리 393번지 1동 1층 ,054-454-0787,054-480-5548,경상북도 구미시청
일반음식점,달달쭈꾸미,"경상북도 구미시 봉곡로2길 17, 1층 (봉곡동)",경상북도 구미시 봉곡동 9번지 10호 1층 ,054-453-7233,054-480-5548,경상북도 구미시청
일반음식점,웰빙식당,경상북도 구미시 비산로7길 17 (비산동),경상북도 구미시 비산동 269번지 8호  ,054-465-0098,054-480-5548,경상북도 구미시청
일반음식점,순대나라,경상북도 구미시 인동중앙로 23-4 (황상동),경상북도 구미시 황상동 308번지 43호  ,054-475-3989,054-480-5548,경상북도 구미시청
일반음식점,해평연못가든,"경상북도 구미시 해평면 송곡3길 17-2, 1동 1층",경상북도 구미시 해평면 송곡리 568번지 1층 1동 ,054-474-0053,054-480-5548,경상북도 구미시청
일반음식점,도개다곡묵고을,경상북도 구미시 고아읍 원대로 163,경상북도 구미시 고아읍 원호리 491번지 8호  ,054-457-5500,054-480-5548,경상북도 구미시청
일반음식점,대성길,경상북도 구미시 선기로2길 5-52 (선기동),경상북도 구미시 선기동 747번지 101호  ,054-452-0343,054-480-5548,경상북도 구미시청
일반음식점,4공단돼지국밥생막창,경상북도 구미시 산호대로35길 7 (옥계동),경상북도 구미시 옥계동 736번지 6호  ,054-471-0508,054-480-5548,경상북도 구미시청
일반음식점,깻잎칩킨치코파닭리노피자,"경상북도 구미시 상사동로18길 11, 1층 (사곡동)",경상북도 구미시 사곡동 332번지 1층 ,054-463-7474,054-480-5548,경상북도 구미시청
일반음식점,태원숯불갈비,"경상북도 구미시 신비로 133 (비산동,외 2필지)",경상북도 구미시 비산동 449번지 4호 외 2필지 ,054-461-5505,054-480-5548,경상북도 구미시청
일반음식점,누리마을감자탕인동점,경상북도 구미시 인동남길 160 (진평동),경상북도 구미시 진평동 64번지 5호  ,054-471-8746,054-480-5548,경상북도 구미시청
일반음식점,천생산문경약돌,경상북도 구미시 천생산길 61 (구평동),경상북도 구미시 구평동 66번지 5호  ,054-472-7252,054-480-5548,경상북도 구미시청
일반음식점,아리랑양념꼼장어,경상북도 구미시 송원서로8길 42 (원평동),경상북도 구미시 원평동 1055번지 1호  ,054-451-6568,054-480-5548,경상북도 구미시청
일반음식점,고바우막창,경상북도 구미시 금오산로6길 9 (원평동),경상북도 구미시 원평동 320번지 7호  ,054-452-7574,054-480-5548,경상북도 구미시청
일반음식점,구미돈우마을,"경상북도 구미시 상사동로 21-2, 1층 (상모동)",경상북도 구미시 상모동 532번지 5호 1층 ,054-461-9871,054-480-5548,경상북도 구미시청
일반음식점,소담뜰한정식,"경상북도 구미시 신시로16길 13, 1층 (송정동)",경상북도 구미시 송정동 462번지 1층 ,054-456-6001,054-480-5548,경상북도 구미시청
일반음식점,황금숯불,경상북도 구미시 산호대로25길 26-8 (옥계동),경상북도 구미시 옥계동 631번지 5호  ,054-475-8007,054-480-5548,경상북도 구미시청
일반음식점,권대감집헛제사밥,경상북도 구미시 고아읍 문장로27길 6-4,경상북도 구미시 고아읍 원호리 412번지 3호  ,054-444-7880,054-480-5548,경상북도 구미시청
일반음식점,투다리현진점,"경상북도 구미시 도봉로 17, 1층 (봉곡동)",경상북도 구미시 봉곡동 18번지 7호 1층 ,054-455-1748,054-480-5548,경상북도 구미시청
일반음식점,진발렌타인,경상북도 구미시 봉곡남로 87 (봉곡동),경상북도 구미시 봉곡동 302번지 3호  ,054-458-5874,054-480-5548,경상북도 구미시청
일반음식점,양진식당,경상북도 구미시 고아읍 봉한4안길 17,경상북도 구미시 고아읍 봉한리 911번지 108호  ,054-454-8470,054-480-5548,경상북도 구미시청
일반음식점,동해산곰장어,"경상북도 구미시 사곡로 40, 1층 (사곡동)",경상북도 구미시 사곡동 704번지 4호 1층 ,054-461-2514,054-480-5548,경상북도 구미시청
일반음식점,여마그커피,경상북도 구미시 신비로 14-1 (신평동),경상북도 구미시 신평동 96번지 13호  ,054-461-4646,054-480-5548,경상북도 구미시청
일반음식점,천생산참숯구이,"경상북도 구미시 검성로 198-22 (황상동,가동 1층 (지번확정))",경상북도 구미시 황상동 65번지 1호 가동 1층 (지번확정) ,,054-480-5548,경상북도 구미시청
일반음식점,집에서참치도량점,경상북도 구미시 문장로 138 (도량동),경상북도 구미시 도량동 677번지 1호  ,054-451-5855,054-480-5548,경상북도 구미시청
일반음식점,이선생순대국,"경상북도 구미시 사곡로 28, 1층 (사곡동)",경상북도 구미시 사곡동 701번지 4호  ,054-471-9127,054-480-5548,경상북도 구미시청
일반음식점,수복어,경상북도 구미시 야은로 755 (신평동),경상북도 구미시 신평동 28번지 2호  ,054-462-1337,054-480-5548,경상북도 구미시청
일반음식점,꿀맛고을,경상북도 구미시 인동38길 15-3 (구평동),경상북도 구미시 구평동 449번지 2호  ,054-471-2582,054-480-5548,경상북도 구미시청
일반음식점,청와대회집앤평양회냉면,경상북도 구미시 금오대로16길 25 (오태동),경상북도 구미시 오태동 759번지 1호 (오태43B 1L) ,054-464-4030,054-480-5548,경상북도 구미시청
일반음식점,시골숯불치킨 옥계점,경상북도 구미시 산호대로25길 34-13 (옥계동),경상북도 구미시 옥계동 618번지 2호  ,054-475-9299,054-480-5548,경상북도 구미시청
일반음식점,조가네곱창,경상북도 구미시 흥안로1길 5-56 (옥계동),경상북도 구미시 옥계동 564번지 2호  ,054-475-0779,054-480-5548,경상북도 구미시청
일반음식점,신단설렁탕구미점,경상북도 구미시 상사동로 41 (상모동),경상북도 구미시 상모동 67번지 4호  ,054-463-0078,054-480-5548,경상북도 구미시청
일반음식점,네네치킨 인동점,경상북도 구미시 인동39길 22-65 (구평동),경상북도 구미시 구평동 426번지 12호  ,054-474-4478,054-480-5548,경상북도 구미시청
일반음식점,선산대한곱창상모점,"경상북도 구미시 상모로 33 (상모동,(지번확정))",경상북도 구미시 상모동 18번지 5호 (지번확정) ,054-465-8891,054-480-5548,경상북도 구미시청
일반음식점,보스돈까스,"경상북도 구미시 송동로 93, B동 103호 (도량동, 한빛타운상가)",경상북도 구미시 도량동 112번지 한빛타운상가 B동 103호,054-453-5445,054-480-5548,경상북도 구미시청
일반음식점,김밥천국인동점,경상북도 구미시 인동가산로 15-7 (황상동),경상북도 구미시 황상동 313번지 1호  ,054-474-2161,054-480-5548,경상북도 구미시청
일반음식점,죽곡낙동생오리,경상북도 구미시 상모로8길 15 (상모동),경상북도 구미시 상모동 53번지 6호  ,054-465-8952,054-480-5548,경상북도 구미시청
일반음식점,모던덕,경상북도 구미시 여헌로3길 52 (인의동),경상북도 구미시 인의동 367번지 6호  ,054-471-0306,054-480-5548,경상북도 구미시청
일반음식점,사곡대원식당,"경상북도 구미시 임은길 15, 1층 (임은동)",경상북도 구미시 임은동 325번지 2호 1층 ,054-442-5982,054-480-5548,경상북도 구미시청
일반음식점,맛누리김밥천국,"경상북도 구미시 산호대로25길 18-3 (옥계동,102호)",경상북도 구미시 옥계동 632번지 2호 102호 ,054-475-0009,054-480-5548,경상북도 구미시청
일반음식점,송도곰장어막창,경상북도 구미시 산호대로25길 26-27 (옥계동),경상북도 구미시 옥계동 623번지 7호  ,054-475-2513,054-480-5548,경상북도 구미시청
일반음식점,명성만두칡냉면,"경상북도 구미시 상사서로 117 (사곡동,, 2호)","경상북도 구미시 사곡동 696번지 1호 , 2호 ",054-465-3088,054-480-5548,경상북도 구미시청
일반음식점,민이식당,"경상북도 구미시 고아읍 선산대로 971, 1층",경상북도 구미시 고아읍 관심리 673번지 2호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,동해생선구이,"경상북도 구미시 봉곡남로 51 (봉곡동,1층)",경상북도 구미시 봉곡동 306번지 6호 1층 ,054-458-9282,054-480-5548,경상북도 구미시청
일반음식점,동네잔치인동점,"경상북도 구미시 수출대로31길 91 (황상동,외 1필지 한일상가 108호)",경상북도 구미시 황상동 199번지 7호 외 1필지 한일상가 108호 ,,054-480-5548,경상북도 구미시청
일반음식점,웃는돼지2,"경상북도 구미시 상사서로 145 (사곡동,나동)",경상북도 구미시 사곡동 680번지 4호 나동 ,054-462-2212,054-480-5548,경상북도 구미시청
일반음식점,홍정남아구찜,경상북도 구미시 형곡동로 61-2 (형곡동),경상북도 구미시 형곡동 254번지 8호  ,054-456-9043,054-480-5548,경상북도 구미시청
일반음식점,조아또와,경상북도 구미시 검성로 90 (황상동),경상북도 구미시 황상동 199번지  ,054-475-2657,054-480-5548,경상북도 구미시청
일반음식점,참맛구미곱창,경상북도 구미시 인동32길 27 (진평동),경상북도 구미시 진평동 93번지 13호  ,054-472-1182,054-480-5548,경상북도 구미시청
일반음식점,인,"경상북도 구미시 인동21길 10-9, 1층 (인의동)",경상북도 구미시 인의동 698번지 7호 1층(지번확정) ,054-473-1059,054-480-5548,경상북도 구미시청
일반음식점,봉곡보신가든,경상북도 구미시 봉곡남로13길 13 (봉곡동),경상북도 구미시 봉곡동 281번지 2호  ,054-442-2116,054-480-5548,경상북도 구미시청
일반음식점,낭이막창,"경상북도 구미시 고아읍 들성로9길 3-12, 1층",경상북도 구미시 고아읍 문성리 1170번지 1층 ,054-444-9392,054-480-5548,경상북도 구미시청
일반음식점,옥류관보신원,경상북도 구미시 해평면 해평시장3길 16 (외 1필지),경상북도 구미시 해평면 낙성리 172번지 1호 외 1필지 ,054-474-1422,054-480-5548,경상북도 구미시청
일반음식점,황궁수제순대,"경상북도 구미시 박정희로 248, 1층 (사곡동)",경상북도 구미시 사곡동 422번지 67호 1층 ,054-463-8848,054-480-5548,경상북도 구미시청
일반음식점,팔도강산동태찜사곡점,경상북도 구미시 상사동로 122 (사곡동),경상북도 구미시 사곡동 213번지 2호  ,054-464-0989,054-480-5548,경상북도 구미시청
일반음식점,씨밀레,"경상북도 구미시 상사동로28길 9, 201동 B01호 (사곡동, 보성2차 황실타운)",경상북도 구미시 사곡동 656번지 9호 보성2차황실타운 201동B01호 ,054-465-8600,054-480-5548,경상북도 구미시청
일반음식점,꿀꺽돼지,경상북도 구미시 원남로 45 (원평동),경상북도 구미시 원평동 77번지 32호  ,054-456-3046,054-480-5548,경상북도 구미시청
일반음식점,별밤라이브7080,경상북도 구미시 상사서로 77 (상모동),경상북도 구미시 상모동 29번지 2호  ,054-465-5006,054-480-5548,경상북도 구미시청
일반음식점,소문난돈까스,경상북도 구미시 인동32길 18-19 (진평동),경상북도 구미시 진평동 87번지 5호 (35B 3L) ,054-473-9297,054-480-5548,경상북도 구미시청
일반음식점,선이순대막창,"경상북도 구미시 형곡로 186 (형곡동,외 1필지 형곡중앙시장 1층 1호)",경상북도 구미시 형곡동 321번지 외 1필지 형곡중앙시장 1층 1호 ,054-455-3301,054-480-5548,경상북도 구미시청
일반음식점,고기가,경상북도 구미시 선산대로 174 (지산동),경상북도 구미시 지산동 853번지 165호  ,,054-480-5548,경상북도 구미시청
일반음식점,금오산한식야식,경상북도 구미시 구미중앙로29길 7 (원평동),경상북도 구미시 원평동 1037번지 62호  ,054-443-8873,054-480-5548,경상북도 구미시청
일반음식점,바른윤식당,"경상북도 구미시 형곡로 150, 1층 105호 (형곡동, 두산빌라)",경상북도 구미시 형곡동 287번지 9호 두산빌라 1층 105호,054-457-7620,054-480-5548,경상북도 구미시청
일반음식점,청춘푸줏간와구와구,경상북도 구미시 산호대로25길 10-19 (옥계동),경상북도 구미시 옥계동 634번지 6호  ,054-471-5192,054-480-5548,경상북도 구미시청
일반음식점,산동칼국수,경상북도 구미시 산동면 강동로 1015,경상북도 구미시 산동면 적림리 70번지 11호  ,054-471-2478,054-480-5548,경상북도 구미시청
일반음식점,한우돌양곱창,"경상북도 구미시 인동28길 19-8, 1층 (진평동)",경상북도 구미시 진평동 90번지 3호 1층 ,054-471-0516,054-480-5548,경상북도 구미시청
일반음식점,비엔나커피하우스구미인동점,경상북도 구미시 천생산길 33-6 (구평동),경상북도 구미시 구평동 40번지 1호  ,054-476-9977,054-480-5548,경상북도 구미시청
일반음식점,처갓집양념통닭 구포옥계점,"경상북도 구미시 옥계2공단로 278-13, 1층 (구포동)",경상북도 구미시 구포동 671번지 2호 1층 ,054-475-9950,054-480-5548,경상북도 구미시청
일반음식점,미소국수형곡점,"경상북도 구미시 형곡로 206-1 (형곡동,1층)",경상북도 구미시 형곡동 193번지 10호 1층 ,054-453-8880,054-480-5548,경상북도 구미시청
일반음식점,정가네밥풀,"경상북도 구미시 상림로 99 (사곡동,(지번확정))",경상북도 구미시 사곡동 687번지 20호 (지번확정) ,054-461-3240,054-480-5548,경상북도 구미시청
일반음식점,젠,경상북도 구미시 송원서로8길 17 (원평동),경상북도 구미시 원평동 1051번지 11호  ,,054-480-5548,경상북도 구미시청
일반음식점,맛짱순대집,"경상북도 구미시 인동중앙로5길 16-7 (황상동,가동 1층27호)",경상북도 구미시 황상동 307번지 42호 가동 1층27호 ,054-475-4989,054-480-5548,경상북도 구미시청
일반음식점,쿠킹아카데미,"경상북도 구미시 산호대로 187, 낙동상가 5층 507호 (공단동)",경상북도 구미시 공단동 262번지 낙동상가 5층 507호,054-456-7845,054-480-5548,경상북도 구미시청
